,folio_Bamberg,lemma_id,lemma_Bamberg,gloss_id_Bamberg,gloss_Bamberg,gloss_type_Bamberg,gloss_form_Bamberg,nature,marginal_note_id_Bamberg,marginal_note_type_Bamberg,marginal_note_form_Bamberg,folio_Lat7499,lemma_Lat7499,gloss_id_Lat7499,gloss_Lat7499,gloss_type_Lat7499,gloss_form_Lat7499,marginal_note_id_Lat7499,marginal_note_type_Lat7499,marginal_note_form_Lat7499
556,74r,p456_l07_o03,aduenticius ,p456_l07_o03_a,+,S23,F3,shorthand,,,,79r,aduentitius ,p456_l07_o03_a,ꝗ aliunde adueñ,S23,F4,,,
557,74r,p456_l07_o04,Aduectitius ,p456_l07_o04_a,apportatiuus,S22,F2,normal,,,,79r,Aduectitius ,p456_l07_o04_a,apportatitius,S22,F2,p456_l07_o04_b,S23,F4
558,74r,p456_l07_o05,cõmenticius ,p456_l07_o05_a,ab eo ꝗd ÷ cõminiscor inde cõm̃tum cõm̃cicius,S54,F4,normal,,,,79r,Cõmentitius. ,,,,,p456_l07_o05_b,S62,F5
559,74r,p456_l08_o10,caesar ,,,,,,p456_l08_o10_a,S63,F2,79r,cęsar ,,,,,p456_l08_o10_a,S553,F5
560,74r,p456_l10_o09,rupes ,p456_l10_o09_a,petrę,S22,F2,normal,,,,79r,Rupes ,p456_l10_o09_a,petrę durisimę,S23,F3,p456_l10_o09_b,S23,F5
561,74r,p456_l10_o11,Ambages ,p456_l10_o11_a,circutiones/ãfractus,S22,F3,normal,p456_l10_o11_b,S63,F2,79r,Ambages ,p456_l10_o11_a,concertationes ł c̃flictiones ł dubitationes/circuitiones ł an/fractus,S22,F3,,,
562,74r,p456_l12_o09,significationes ,p456_l12_o09_a,(id est) genera,S53,F3,normal,,,,79r,significationes ,p456_l12_o09_a,÷ genera,S22,F2,,,
563,74r,p456_l15_o01,Furibundus ,p456_l15_o01_a,simił fureNT,S22,F3,shorthand,,,,79r,Furibunđ ,p456_l15_o01_a,simił furenti,S22,F3,,,
564,74r,p456_l16_o06-07,accidentib; ,p456_l16_o06-07_a,adiectiuis,S22,F2,normal,,,,79r,in accidentib; ,p456_l16_o06-07_a,÷ in adiectiuis,S22,F3,,,
565,74r,p456_l16_o08,nominibus ,p456_l16_o08_a,sb̶ inuenitur,S53,F4,normal,,,,79r,noĩb; ,p456_l16_o08_a,s. inuenit᷑,S53,F3,,,
566,74r,p456_l17_o04,uocabulis ,p456_l17_o04_a,+(nominis?),S22,F2,shorthand,,,,79r,uocabulis ,p456_l17_o04_a,Vocabulis ÷ nominib in una enĩ forma/.s. fiunt  istę diriuationes,S23,F4,,,
567,74v,p456_l17_o09,femininis ,p456_l17_o09_a,sb̶ in,S53,F3,normal,,,,79r,femininis ,p456_l17_o09_a,s. in uocabulis uel participiis,S53,F3,,,
568,74v,p456_l18_o05,Litura ,p456_l18_o05_a,deletio ł planatio,S22,F2,normal,p456_l18_o05_b,S63,F2,79r,Litura ,p456_l18_o05_a,planatura/ͣł planatio seu/deletio uni/uscuiusq rei,S23,F3,,,
569,74v,p456_l18_o07,Censura ,p456_l18_o07_a,iudiciũ,S22,F2,normal,p456_l18_o07_b,S63,F2,79r,censura. ,p456_l18_o07_a,iuditiũ iudicatio/ł̃ mensuratio,S22,F3,,,
570,74v,p456_l18_o06,Natura ,p456_l18_o06_a,(origo a nascendo dicta?),S54,F3,shorthand,,,,79r,Natura ,p456_l18_o06_a,origo a nascendo dicta,S54,F3,,,
571,74v,p456_l19_o05,inutilẽ ,p456_l19_o05_a,infructuosã,S22,F2,normal,,,,79r,inutilẽ ,p456_l19_o05_a,infructuosã/s utilem,S22,F3,,,
572,74v,p456_l20_o07,adminiculo ,p456_l20_o07_a,s̃ adium̃to,S22,F2,normal,,,,79r,adminiculo ,p456_l20_o07_a,adium̃to/auxilio,S22,F3,p456_l20_o07_b,S53,F4
573,74v,p456_l21_o10,manantia ,p456_l21_o10_a,+,S22,F2,shorthand,,,,79r,manantia. ,p456_l21_o10_a,fluentia ꝓcedentia,S22,F3,,,
574,74v,p456_l22_o04,separauit ,p456_l22_o04_a,sb̶ natura,S415,F2,normal,,,,79r,separauit ,p456_l22_o04_a,s. natura,S415,F2,,,
575,74v,p456_l23_o05,casualis ,p456_l23_o05_a,(quae declinatur per omnis casus?),S23,F4,shorthand,,,,79r,casualis ,p456_l23_o05_a,quę declinat᷑ ꝑ om̃s casꝰ,S23,F4,,,
576,74v,p456_l24_o01,positionis ,p456_l24_o01_a,pͥmę ꝑsens,S53,F3,normal,,,,79r,positionis ,p456_l24_o01_a,primę ꝑsonę,S53,F3,,,
577,74v,p456_l24_o05,duab; ,p456_l24_o05_a,s. natura,S53,F2,normal,,,,79r,duab; ,p456_l24_o05_a,s. litteris,S53,F2,,,
578,74v,p456_l24_o06,exceptis ,p456_l24_o06_a,+,S22,F2,shorthand,,,,79r,exceptis ,p456_l24_o06_a,segregatis,S22,F2,,,
579,74v,p456_l27_o01,luceant ,p456_l27_o01_a,+,S22,F2,shorthand,,,,79v,luceant ,p456_l27_o01_a,clareant ⁊ .s. ⁊ .t. appareant,S22,F3,,,
580,74v,p456_l28_o04-05,antelata ,p456_l28_o04-05_a,+,S22,F2,shorthand,,,,79v,ante lata. ,p456_l28_o04-05_a,ͣł anteposita/÷ narata dicta,S22,F3,,,
581,74v,p456_l29_o03,traductionibus ,p456_l29_o03_a,diriuationib,S22,F2,normal,,,,79v,traductionib; ,p456_l29_o03_a,diriuationib;,S22,F2,,,
582,74v,p456_l31_o02,sublitate ,p456_l31_o02_a,ti,S611,F1,normal,,,,79v,subtilitate ,p456_l31_o02_a,sagacitate,S22,F2,,,
583,74v,p457_l04_o06,merę ,p457_l04_o06_a,purae,S22,F2,normal,p457_l04_o06_b,S63,F2,79v,merę ,p457_l04_o06_a,purę,S22,F2,,,
584,74v,p457_l04_o07,grecę ,p457_l04_o07_a,sb̶ t̃minationes,S53,F2,normal,,,,79v,grecę ,p457_l04_o07_a,terminatniones,S53,F2,,,
585,74v,p457_l06_o05,ꝓpriis ,p457_l06_o05_a,( de ꝓprius nõib; ñ diriuant᷑ uerba)?,S53,F4,shorthand,,,,79v,ꝓpriis ,p457_l06_o05_a, de ꝓprius nõib; ñ diriuant᷑ uerba,S53,F4,,,
586,74v,p457_l06_o06,romanis ,p457_l06_o06_a,latinis,S22,F2,normal,,,,79v,romanis ,p457_l06_o06_a,÷ latinis ut terentius,S53,F3,,,
587,74v,p457_l06_o09-10,ab accidentib; ,p457_l06_o09-10_a,adiectiuis,S22,F2,normal,,,,79v,ab accidentib; ,p457_l06_o09-10_a,ab adiectiuis,S22,F3,,,
588,74v,p457_l06_o11,diriuatę ,p457_l06_o11_a,++ t̃minationes,S53,F2,normal,,,,79v,diriuatę ,p457_l06_o11_a,.s. terminationes,S53,F2,,,
589,74v,p457_l08_o01,merito ,p457_l08_o01_a,iure,S22,F2,normal,,,,79v,merito ,p457_l08_o01_a,iure,S22,F2,,,
590,74v,p457_l08_o02,suꝑuacua ,p457_l08_o02_a,suꝑflua,S22,F2,normal,,,,79v,suꝑuacua ,p457_l08_o02_a,suꝑflua,S22,F2,,,
591,74v,p457_l09_o08,iustitia ,p457_l09_o08_a,ęquitas,S22,F2,normal,,,,79v,Iustitia ,p457_l09_o08_a,ęquitas,S22,F2,,,
592,74v,p457_l10_o01,Pigritia ,p457_l10_o01_a,inertia,S22,F2,normal,,,,79v,Pigritia ,p457_l10_o01_a,inertia tarditas,S22,F3,,,
593,74v,p457_l10_o03,clem̃tia ,p457_l10_o03_a,misericordia,S22,F2,normal,,,,79v,clementia ,p457_l10_o03_a,Benignitas,S22,F2,,,
594,74v,p457_l10_o04,sollertia ,p457_l10_o04_a,sagacitas,S22,F2,normal,p457_l10_o04_b,S63,F2,79v,Sollertia ,p457_l10_o04_a,sollicitudo,S22,F2,p457_l10_o04_b,S22,F3
595,74v,p457_l11_o06,Seueritas ,p457_l11_o06_a,asperitas rigor,S22,F2,normal,,,,79v,Seueritas ,p457_l11_o06_a,asperitas rigor/ł quasi seua ueritas,S25,F3,p457_l11_o06_b,S23,F4
596,74v,p457_l15_o06,turbo ,p457_l15_o06_a,c̃turbo,S22,F2,normal,,,,80r,Turbo ,p457_l15_o06_a,cõmuueo,S22,F2,p457_l15_o06_b,S23,F5
597,74v,p457_l16_o02,inspico ,p457_l16_o02_a,fundo,S22,F2,normal,,,,80r,Inspico ,p457_l16_o02_a,acuo findo,S22,F3,,,
598,74v,p457_l16_o05,p̃dor ,,,,,,p457_l16_o05_a,S63,F2,80r,Pręda ,p457_l16_o05_a,rapina,S22,F2,,,
599,74v,p457_l16_o10,fugo ,p457_l16_o10_a,+,S22,F2,normal,,,,80r,Fugo ,p457_l16_o10_a,expello,S22,F2,p457_l16_o10_b,S23,F4
600,74v,p457_l17_o02,Stilla ,p457_l17_o02_a,gutta,S22,F2,normal,,,,80r,Stilla ,p457_l17_o02_a,gutta,S22,F2,p457_l17_o02_b,S23,F5
601,74v,p457_l17_o05,Stipula ,p457_l17_o05_a,fistuca,S22,F2,normal,p457_l17_o05_b,S63,F2,80r,Stipula ,p457_l17_o05_a,qđ remanet pꝰ secationẽ messiũ,S23,F4,p457_l17_o05_b,S23,F4
602,74v,p457_l17_o06,stipulor ,p457_l17_o06_a,int̃rogo ++,S22,F2,normal,,,,80r,Stipulor ,,,,,p457_l17_o06_b,S5,F5
603,74v,p457_l18_o02,Trutina ,p457_l18_o02_a,lanx,S22,F2,normal,,,,80r,Trutina ,p457_l18_o02_a,lanx ł m̃sura,S22,F3,,,
604,74v,p457_l18_o03,trutino ,p457_l18_o03_a,pondero,S22,F2,normal,,,,80r,Trutino ,p457_l18_o03_a,ęqualit̃ m̃suro/pondero coęquo,S22,F3,,,
605,74v,p457_l18_o05,Machina ,p457_l18_o05_a,ędificiũ,S222,F2,normal,p457_l18_o05_b,S63,F3,80r,Machina ,p457_l18_o05_a,argum̃tũ/ędificium,S22,F3,p457_l18_o05_b,S22,F3
606,74v,p457_l18_o06,machinor ,p457_l18_o06_a,molior,S22,F2,normal,,,,80r,Machinor ,p457_l18_o06_a,excogito argum̃tor/molior,S22,F3,,,
607,74v,p457_l18_o08,Pugna ,p457_l18_o08_a,bellũ,S22,F2,normal,,,,80r,Pugna ,p457_l18_o08_a,bellũ a pug/nis feriendis dr̃,S54,F4,,,
608,74v,p457_l19_o02,Nundinę ,p457_l19_o02_a,mercatũ,S22,F2,normal,,,,80r,Nundine ,p457_l19_o02_a,mercatũ ł mercationes ł anonis/semꝑ płtr ꝓ̃nuntiantur,S312,F4,,,
609,74v,p457_l19_o03,nundinor ,p457_l19_o03_a,merchor,S22,F2,normal,,,,80r,Nundinor ,p457_l19_o03_a,mercor,S22,F2,,,
610,74v,p457_l19_o06,culpa ,p457_l19_o06_a,ignauia,S22,F2,normal,,,,80r,Culpa ,p457_l19_o06_a,ignauia,S22,F2,p457_l19_o06_b,S5,F5
611,74v,p457_l19_o07,culpo ,p457_l19_o07_a,rep̃hendo,S22,F2,normal,p457_l19_o07_b,S63,F2,80r,Culpo ,p457_l19_o07_a,rep̃hendo,S22,F2,,,
612,75r,p457_l19_o10,Aqua ,p457_l19_o10_a,dr̃ ab ęqualitate,S54,F3,normal,,,,80r,Aqua ,p457_l19_o10_a,ab ęqualitate dr̃,S54,F4,,,
613,75r,p457_l20_o04,Mora ,p457_l20_o04_a,tarditas,S22,F2,normal,,,,80r,Mora ,p457_l20_o04_a,tarditas,S22,F2,,,
614,75r,p457_l20_o07,Quadra ,p457_l20_o07_a,dr̃ pars quadrata ł in q +++,S23,F4,normal,p457_l20_o07_b,S63,F2,80r,Quadra ,p457_l20_o07_a,quadrangulũ,S22,F2,p457_l20_o07_b,S23,F4
615,75r,p457_l21_o03,Causa ,p457_l21_o03_a,res,S22,F2,normal,,,,80r,causa ,p457_l21_o03_a,res,S25,F2,,,
616,75r,p457_l21_o08,roto ,p457_l21_o08_a,uoluo,S22,F2,normal,,,,80r,Roto ,p457_l21_o08_a,uoluo,S22,F2,,,
617,75r,p457_l21_o10,Multa ,p457_l21_o10_a,census ł̃ tributũ,S22,F3,normal,,,,80r,Multa ,p457_l21_o10_a,occisio censꝰ/ł tributum,S22,F3,,,
618,75r,p457_l21_o11,multo ,p457_l21_o11_a,c̃d̃ẽno,S22,F2,normal,p457_l21_o11_b,S63,F2,80r,Multo ,p457_l21_o11_a,dãpno occido/condẽpno,S22,F3,,,
619,75r,p457_l22_o02,Rixa ,,,,,,p457_l22_o02_a,S63,F2,80r,Rixa ,p457_l22_o02_a,c̃tentio,S22,F2,,,
620,75r,p457_l22_o03,rixo ,p457_l22_o03_a,contendo,S22,F2,normal,,,,80r,Rixo ,p457_l22_o03_a,contendo,S22,F2,,,
621,75r,p457_l22_o05,Lixa ,p457_l22_o05_a,seruus militũ s. mercenarius,S23,F3,normal,,,,80r,Lixa ,p457_l22_o05_a,seruus militũ/siue mercenarius,S22,F3,p457_l22_o05_b,S23,F5
622,75r,p457_l23_o02,bachor ,p457_l23_o02_a,sęuio,S22,F2,normal,,,,80r,Bacchor ,p457_l23_o02_a,insanio seuio inde bacchus/appellat ᷑uinum,S24,F4,,,
623,75r,p457_l25_o03,accidentib; ,p457_l25_o03_a,adiectiuis,S22,F2,normal,,,,80r,accidentib; ,p457_l25_o03_a,÷ adiectiuis nõibus,S53,F3,,,
624,75r,p457_l26_o07,probus ,p457_l26_o07_a,bonus +,S22,F3,normal,p457_l26_o07_b,S63,F2,80r,ꝓbus ,p457_l26_o07_a,bonus ęquus/ꝑfectus,S22,F3,,,
625,75r,p457_l27_o04,amico ,p457_l27_o04_a,++,S23,F3,shorthand,,,,80r,Amico ,p457_l27_o04_a,amicũ fatio ł amicitiã c̃iungo,S23,F4,,,
626,75r,f80r_l13_o01,Mundo ,f80r_l13_o01_a,+,S22,F2,shorthand,,,,80r,Mundo ,f80r_l13_o01_a,Pio Purgo,S22,F2,,,
627,75r,p457_l26_o11,Opacus ,p457_l26_o11_a,densus,S22,F2,normal,p457_l26_o11_b,S63,F2,80r,Opacus ,p457_l26_o11_a,spissus/densus,S22,F3,p457_l26_o11_b,S22,F3
628,75r,p457_l27_o10,Foedus ,p457_l27_o10_a,turpis,S22,F2,normal,p457_l27_o10_b,S63,F2,80r,Fedus ,p457_l27_o10_a,turpis,S22,F2,p457_l27_o10_b,S5,F5
629,75r,p457_l28_o01,Foedo ,p457_l28_o01_a,turpo,S22,F2,normal,,,,80r,Fedo ,p457_l28_o01_a,putresco/turpo,S22,F3,p457_l28_o01_b,S5,F5
630,75r,p457_l28_o04,Vagus ,p457_l28_o04_a,+,S22,F2,shorthand,p457_l28_o04_b,S63,F2,80r,Vagus ,p457_l28_o04_a,instabilis,S22,F2,p457_l28_o04_b,S22,F3
631,75r,p457_l28_o05,uagor ,p457_l28_o05_a,+++,S23,F4,normal,,,,80r,Vagor ,p457_l28_o05_a,erro hac & illac uergo,S23,F4,p457_l28_o05_b,S22,F3
632,75r,p457_l28_o08,Pius ,p457_l28_o08_a,demens,S22,F2,normal,,,,80r,Pius ,p457_l28_o08_a,clemens,S22,F2,,,
633,75r,p457_l28_o09,pio ,p457_l28_o09_a,mundo,S22,F2,normal,p457_l28_o09_b,S63,F3,80r,Pio ,p457_l28_o09_a,purgo,S22,F2,,,
634,75r,p457_l28_o13,desolo ,p457_l28_o13_a,deuasto,S22,F2,normal,,,,80r,Desolo ,,,,,p457_l28_o13_a,S23,F4
635,75r,p457_l30_o06,Serenꝰ ,p457_l30_o06_a,tranquillus ł mitis,S22,F3,normal,,,,80r,Serenus ,p457_l30_o06_a,humilis tranquillus/mitis,S22,F3,,,
636,75r,p457_l30_o07,Sereno ,,,,,,p457_l30_o07_a,S63,F2,80r,Sereno ,p457_l30_o07_a,mitesco Placo sedo,S22,F3,,,
637,75r,p457_l30_o02,Alienꝰ ,p457_l30_o02_a,+,S22,F2,shorthand,,,,80r,Alienus ,p457_l30_o02_a,extraneus,S22,F2,,,
638,75r,p457_l30_o10,aduno ,p457_l30_o10_a,c̃iungo,S22,F2,normal,,,,80r,Aduno ,p457_l30_o10_a,congrego c̃iungo,S22,F3,,,
639,75r,p457_l31_o02,Hibernꝰ ,p457_l31_o02_a,+++,S53,F4,shorthand,p457_l31_o02_b,S63,F2,80r,Hibernus ,p457_l31_o02_a,hiemps,S22,F2,p457_l31_o02_b,S23,F5
640,75r,p457_l31_o03,Hiberno ,p457_l31_o03_a,+++hib̶nus,S23,F4,shorthand,,,,80r,Hiberno ,p457_l31_o03_a,habito in loco calido/÷ in hieme hiemo ꝓpt̃ frigꝰ,S23,F4,,,
641,75r,p457_l31_o09,Aequus ,p457_l31_o09_a,iustus,S22,F2,normal,,,,80r,ęquus ,p457_l31_o09_a,rectus/iustus,S22,F3,,,
642,75r,p457_l32_o01,ęquo ,p457_l32_o01_a,assimilo,S22,F2,normal,p457_l32_o01_b,S63,F2,80r,Equo ,p457_l32_o01_a,assimilo ł recte diuido/ł iustifico,S23,F4,,,
643,75r,p457_l32_o03,Obliquus ,p457_l32_o03_a,curuus ł inclinatꝰ ++/inęqualis,S23,F4,shorthand,p457_l32_o03_b,S63,F2,80r,Obliquus ,p457_l32_o03_a,curuus ꝓnus inclinatꝰ/ł descensus in ęqͣł,S23,F4,,,
644,75r,p457_l33_o02,ignarꝰ ,p457_l33_o02_a,inscius,S22,F2,normal,,,,80r,Ignarus ,p457_l33_o02_a,inscius,S22,F2,,,
645,75r,p457_l33_o11,delato ,p457_l33_o11_a,ãplifico,S22,F2,normal,p457_l33_o11_b,S22,F3,80r,dilato ,p457_l33_o11_a,ãplifico,S22,F2,,,
646,75r,p457_l34_o05,Apto ,p457_l34_o05_a,accõmodo,S22,F2,normal,,,,80r,Apto ,p457_l34_o05_a,Accõmođ ł dignor,S22,F3,,,
647,75r,p457_l34_o08,Solllicito ,p457_l34_o08_a,curo,S22,F2,normal,,,,80r,Sollicito ,p457_l34_o08_a,curo assiduo,S22,F3,,,
648,75r,p457_l35_o01,Cruentꝰ ,p457_l35_o01_a,sangui nolentus,S23,F3,normal,,,,80r,Cruentꝰ ,p457_l35_o01_a,a cruore/÷ crudelis/sanguino lentꝰ,S23,F3,,,
649,75r,p457_l35_o05,Laxus ,p457_l35_o05_a,dimissus,S22,F2,normal,,,,80r,Laxus ,p457_l35_o05_a,dimissus solutꝰ/dissolutꝰ,S22,F3,,,
650,75r,p457_l35_o06,Laxo ,p457_l35_o06_a,dimitto,S22,F2,normal,p457_l35_o06_b,S63,F2,80r,Laxo ,p457_l35_o06_a,dimitto dissoluo,S22,F3,,,
651,75r,p457_l35_o09,Viduus ,p457_l35_o09_a,desertus,S22,F2,normal,p457_l35_o09_b,S63,F2,80r,Viduus ,p457_l35_o09_a,derertꝰ,S22,F2,,,
652,75r,p457_l35_o10,uiduo ,p457_l35_o10_a,+,S22,F2,shorthand,,,,80r,Viduo ,p457_l35_o10_a,Deserto separo,S22,F3,,,
653,75r,p458_l01_o02, Mutuor ,,,,,,p458_l01_o02_a,S63,F2,80r,Mutuor ,p458_l01_o02_a,presto,S22,F2,p458_l01_o02_b,S23,F5
654,75r,p458_l01_o05,fixis ,p458_l01_o05_a,sb̶ nominib (fiunt uerba?),S53,F4,shorthand,p458_l01_o05_b,S63,F2,80r,fixis ,p458_l01_o05_a,s. nõib; fi/unt uerba,S53,F3,,,
655,75r,p458_l01_o11,Suffoco ,p458_l01_o11_a,strangulo,S22,F2,normal,p458_l01_o11_b,S54,F4,80r,Suffoco ,p458_l01_o11_a,a noẽ focꝰ suffoco ÷ strangulo,S54,F3,,,
656,75r,p458_l02_o02,gręcor ,p458_l02_o02_a,grece loquor,S23,F4,normal,,,,80r,Grecor ,p458_l02_o02_a,more greco loquor,S23,F4,,,
657,75r,p458_l02_o05,Vulgus ,p458_l02_o05_a,populus insipiens,S23,F3,normal,,,,80r,Vulgꝰ ,p458_l02_o05_a,populus/insipiens,S22,F3,p458_l02_o05_b,S23,F5
658,75r,p458_l02_o06,Vulgo ,,,,,,p458_l02_o06_a,S63,F3,80r,Vulgo ,p458_l02_o06_a,diffamo,S22,F2,,,
659,75r,p458_l02_o10,Stimulo ,p458_l02_o10_a,incito,S22,F2,normal,,,,80r,Stimulo ,p458_l02_o10_a,pungo incito,S22,F3,,,
660,75r,p458_l03_o06,T̃minꝰ ,p458_l03_o06_a,finis,S22,F2,normal,,,,80r,Terminꝰ ,p458_l03_o06_a,finis meta,S22,F3,,,
661,75r,p458_l03_o10,ꝑenno ,p458_l03_o10_a,ꝓtelo,S22,F2,normal,p458_l03_o10_b,S63,F2,80v,ꝑenno ,p458_l03_o10_a,ꝑmaneo p unũ annũ ł moror/ꝑ annos/ꝓtelo,S23,F4,,,
662,75r,p458_l05_o01,Diriuo ,p458_l05_o01_a,deduco,S22,F2,normal,p458_l05_o01_b,S63,F2,80v,diriuo ,p458_l05_o01_a,deduco/mano/ł deriuo,S22,F3,,,
663,75r,p458_l05_o06,Stomacus ,p458_l05_o06_a,os uentris,S23,F3,normal,,,,80v,Stomachus ,p458_l05_o06_a,ira ł leticia,S22,F3,,,
664,75r,p458_l05_o07,Stomachor ,p458_l05_o07_a,irascor,S22,F2,normal,p458_l05_o07_b,S63,F2,80v,Stomachor ,p458_l05_o07_a, maxime in stomacho/fit ira ł letitia/os uentris/irascor,S23,F4,,,
665,75r,p458_l06_o02,neutris ,p458_l06_o02_a,+,S53,F2,shorthand,p458_l06_o02_b,S63,F2,80v,neutris ,p458_l06_o02_a,.s. nominib; fiunt ũba,S53,F4,,,
666,75r,p458_l06_o06,Libũ ,p458_l06_o06_a,libam̃/p̃gustatio,S22,F3,normal,p458_l06_o06_b,S4181,F4,80v,Libũ ,p458_l06_o06_a,sacrificiũ p̃gusto,S22,F3,p458_l06_o06_b,S4181,F5
667,75r,p458_l06_o07,libo ,p458_l06_o07_a,sacrifico/p̃gusto,S22,F3,normal,,,,80v,libo ,,,,,p458_l06_o07_a,S22,F4
668,75r,p458_l06_o13,Colũ ,p458_l06_o13_a,anus,S22,F2,normal,p458_l06_o13_b,S63,F3,80v,Colũ ,p458_l06_o13_a,instrum̃tũ unde/colat᷑ lac ł uinũ,S23,F4,p458_l06_o13_b,S23,F5
669,75r,p458_l07_o06,Peculiũ ,p458_l07_o06_a,possessio ++,S22,F3,shorthand,p458_l07_o06_b,S63,F2,80v,Peculiũ ,p458_l07_o06_a,ꝓpͥa possessio,S23,F3,p458_l07_o06_b,S23,F4
670,75r,p458_l07_o07,depeculor ,p458_l07_o07_a,deuasto,S22,F2,normal,,,,80v,depeculior ,p458_l07_o07_a,aufero diuitias tuas a te/deuasto,S23,F4,,,
671,75r,p458_l08_o09,armo ,,,,,,,,,80v,arma ,,,,,p458_l08_o09_a,S312,F4
672,75r,p458_l08_o12,Stagnũ ,p458_l08_o12_a,genꝰ m&alli & dr̃ lacꝰ +++,S23,F4,normal,p458_l08_o12_b,S63,F2,80v,Stagnũ ,p458_l08_o12_a,Genus metalli ł lacus qͥ ñ currit a stando dictꝰ,S23,F4,,,
673,75r,p458_l09_o03,regno ,p458_l09_o03_a,gub̶no,S22,F2,normal,,,,80v,Regno ,p458_l09_o03_a,Guberno,S22,F2,,,
674,75r,p458_l09_o06,signo ,p458_l09_o06_a,noto,S22,F2,normal,,,,80v,Signo ,p458_l09_o06_a,noto,S22,F2,,,
675,75r,p458_l11_o03,liber ,p458_l11_o03_a,ingenuus / filius,S22,F3,normal,,,,80v,Liber ,p458_l11_o03_a,ingenuus/nobilis si/ue filius,S22,F3,,,
676,75r,p458_l11_o04,libero ,p458_l11_o04_a,liberũ facio/eripio,S23,F4,normal,,,,80v,Libero ,p458_l11_o04_a,liberũ fatio/ł eripio,S23,F4,,,
677,75r,p458_l11_o06,Sacer ,p458_l11_o06_a,sc̃s,S22,F2,normal,,,,80v,Sacer ,p458_l11_o06_a,sc̃s purꝰ,S22,F3,,,
678,75r,p458_l11_o07,sacro ,,,,,,p458_l11_o07_a,S63,F2,80v,Sacro ,p458_l11_o07_a,sc̃ifico,S22,F2,,,
679,75r,p458_l11_o11,ꝑagro ,p458_l11_o11_a,ꝑlustro,S22,F2,normal,,,,80v,ꝑagro ,p458_l11_o11_a,ꝑagro suado/seu ꝑlustro,S22,F3,,,
680,75r,p458_l12_o05,miseror ,p458_l12_o05_a,++++,S333,F4,shorthand,p458_l12_o05_b,S63,F2,80v,Miseror ,p458_l12_o05_a,deponens uerbũ & trahit acc̃m casũ/gñmt casũ regit : Misereo fuit ap̃ antiquos. quo uerbo ñ utim᷑ nunc  gñm casũ reꝗrit,S412,F5,,,
681,75r,p458_l13_o09,Satur ,p458_l13_o09_a,acutꝰ,S22,F2,normal,,,,80v,Satur ,p458_l13_o09_a,satiatꝰ,S22,F2,,,
682,75r,p458_l14_o01,Saturo ,p458_l14_o01_a,satio,S22,F2,normal,,,,80v,Saturo ,p458_l14_o01_a,satio,S22,F2,,,
683,75r,p458_l17_o05,contio ,p458_l17_o05_a,multitudo ++,S23,F3,normal,p458_l17_o05_b,S63,F2,80v,contio ,p458_l17_o05_a,plebs multitudo/populi,S22,F3,,,
684,75r,p458_l17_o07,Ctionor ,p458_l17_o07_a,c̃tionẽ alloquor,S23,F4,normal,p458_l17_o07_b,S63,F2,80v,contionor ,p458_l17_o07_a,contionem/alloquor/eloquent̃ loquor/in foro ł in  placito ser es catalogꝰ,S23,F4,,,
685,75r,p458_l18_o01,Ordino ,p458_l18_o01_a,+,S22,F2,shorthand,,,,80v,Ordino ,p458_l18_o01_a,orno,S22,F2,,,
686,75r,p458_l18_o03,Virgo ,p458_l18_o03_a,castus ł casta,S22,F3,normal,,,,80v,Virgo ,p458_l18_o03_a,castꝰ ł casta/hic & hęc,S22,F3,,,
687,75r,p458_l18_o05,deuirgino ,p458_l18_o05_a,+,S22,F2,shorthand,p458_l18_o05_b,S63,F2,80v,deuirgino ,p458_l18_o05_a,puellã corrũpo/ł uirgintatẽ aufero,S23,F4,,,
688,75r,p458_l19_o03,lacto ,p458_l19_o03_a,decipio (alo nutrio siue lac?) do,S23,F4,normal,p458_l19_o03_b,S63,F2,80v,Lacto ,p458_l19_o03_a,decipio alo nutrio/siue lac do,S23,F4,,,
689,75r,p458_l19_o08,uigil ,p458_l19_o08_a,custos,S22,F2,normal,,,,80v,uigil ,p458_l19_o08_a,ꝗ bene uigilat / custos,S23,F4,,,
690,75r,p458_l19_o12,Exsul ,p458_l19_o12_a,peregrinꝰ,S22,F2,normal,,,,80v,Exul ,p458_l19_o12_a,peregrinꝰ qͥ extra t̃/ram suã uadit,S23,F4,,,
691,75r,p458_l19_o13,exulo ,p458_l19_o13_a,peregrinor,S22,F2,normal,,,,80v,Exulo ,p458_l19_o13_a,exita/solũ ua/do ÷/pere/grino,S23,F4,,,
692,75r,p458_l21_o02,uerber ,p458_l21_o02_a,flagellũ,S22,F2,normal,p458_l21_o02_b,S63,F2,80v,Verber ,p458_l21_o02_a,ꝑcussio flagellũ,S23,F3,,,
693,75r,p458_l21_o03,uerbero ,p458_l21_o03_a,flagello,S22,F2,normal,,,,80v,Verbero ,p458_l21_o03_a,flagello,S22,F2,,,
694,75r,p458_l21_o05,Vber ,p458_l21_o05_a,copiosus,S22,F2,normal,,,,80v,Vber ,p458_l21_o05_a,copiosꝰ,S22,F2,p458_l21_o05_b,S5,F5
695,75r,p458_l21_o06,exubero ,p458_l21_o06_a,abundo,S22,F2,normal,,,,80v,Exubero ,p458_l21_o06_a,habundo,S22,F2,,,
696,75r,p458_l21_o08,Agger ,p458_l21_o08_a,cumulus t̃rę,S23,F3,normal,,,,80v,Agger ,p458_l21_o08_a,anger uinculũ/cumulus t̃rę,S23,F3,,,
