folio,lemma_id,lemma,gloss_id,gloss,gloss_type,gloss_form,nature,marginal_note_id,marginal_note_type,marginal_note_form
79r,p467_l32_o09,motũ ,p467_l32_o09_a,+,S22,F2,shorthand,,,
79r,p468_l02_o07,positione ,p468_l02_o07_a,+,S53,F2,shorthand,,,
79r,p468_l02_o011-12,scabio ł scabo  ,,,,,,p468_l02_o011-12_a,S63,F2
79r,p468_l03_o03,scabies ,,,,,,p468_l03_o03_a,S63,F2
79r,p468_l05_o02,bibo ,,,,,,p468_l05_o02_a,S63,F2
79r,p468_l06_o03,unũ  ,p468_l06_o03_a,uerbum,S53,F2,shorthand,,,
79r,p468_l06_o06,nubo ,p468_l06_o06_a,uxorẽ duco,S23,F4,normal,,,
79r,p468_l07_o02,.ii. ,p468_l07_o02_a,duo sb̶ uerba,S53,F4,normal,,,
79r,p468_l08_o08,cumbo ,p468_l08_o08_a,iaceo,S22,F2,normal,p468_l08_o08_b,S63,F2
79r,p468_l09_o04,cõposita. ,p468_l09_o04_a,sb̶ uerba st̃,S53,F4,normal,,,
79r,p468_l09_o05,incũbo ,p468_l09_o05_a,insisto,S22,F2,normal,,,
79r,p468_l09_o07,ꝓcũbo ,p468_l09_o07_a,ꝓcido,S22,F2,normal,,,
79r,p468_l10_o03,succũbo ,p468_l10_o03_a,sub cũbo,S25,F3,normal,,,
79r,p468_l14_o01-02,In .co. ,,,,,,p468_l14_o01-02_a,S63,F2
79r,p468_l15_o06,Placo ,p468_l15_o06_a,÷ mitigo,S22,F2,normal,,,
79r,p468_l15_o08,uaco ,p468_l15_o08_a,+,S22,F2,shorthand,,,
79r,p468_l15_o10,neco ,p468_l15_o10_a,int̃ficio,S22,F2,normal,,,
79r,p468_l16_o03,plico ,p468_l16_o03_a,uoluo,S22,F2,normal,,,
79r,p468_l16_o04,mico ,p468_l16_o04_a,rutilo,S22,F2,normal,,,
79r,p468_l16_o05,dimico ,p468_l16_o05_a,pugno,S22,F2,normal,,,
79r,p468_l16_o06,emico ,p468_l16_o06_a,splendo,S22,F2,normal,,,
79r,p468_l16_o07,frico ,,,,,,p468_l16_o07_a,S63,F2
79r,p468_l16_o08,dico ,p468_l16_o08_a,sacro,S22,F2,normal,,,
79r,p468_l19_o02,dedico ,p468_l19_o02_a,÷ c̃secro,S22,F2,normal,p468_l19_o02_b,S63,F2
79r,p468_l19_o03,indico ,p468_l19_o03_a,intimo,S22,F2,normal,,,
79r,p468_l19_o04,abdico ,,,,,,,,
79r,p468_l19_o06,Albico ,p468_l19_o06_a,albesco,S22,F2,normal,,,
79r,p468_l22_o01,Vellico ,p468_l22_o01_a,frequent̃ carpo,S23,F4,normal,,,
79r,p468_l23_o01,Claudico ,,,,,,p468_l23_o01_a,S63,F2
79v,p468_l23_o07,Eradico ,,,,,,p468_l23_o07_a,S63,F2
79v,p468_l26_o03,suffoco ,p468_l26_o03_a,strangulo,S22,F2,normal,p468_l26_o03_b,S63,F3
79v,p468_l26_o05,loco ,p468_l26_o05_a,colloco,S22,F2,normal,,,
79v,p468_l28_o01,Coquo ,,,,,,p468_l28_o01_a,S63,F4
79v,p468_l29_o05,cocus ,,,,,,p468_l29_o05_a,S63,F2
79v,p468_l29_o06,eo ,p468_l28_o06_a,sb̶ nõe,S3232,F2,normal,,,
79v,p468_l32_o04,Dico ,,,,,,p468_l32_o04_a,S63,F2
79v,p468_l34_o05,utroq ,p468_l34_o05_a,"id est a dico -as, edico -cis",S53,F3,normal,,,
79v,p468_l34_o06,cõposita ,p468_l34_o06_a,+,S53,F2,shorthand,,,
79v,p468_l34_o08,Edico ,,,,,,p468_l34_o08_a,S53,F2
79v,p469_l02_o02,pręlego ,p469_l02_o02_a,s. p̃dico,S22,F2,normal,,,
79v,p469_l04_o06,ceresso ,p469_l04_o06_a,÷ saluto,S211,F2,normal,p469_l04_o06_b,S211,F4
79v,p469_l04_o09,indico ,,,,,,,,
79v,p469_l18_o06,Duco ,,,,,,p469_l18_o06_a,S63,F2
79v,p469_l20_o01,abdico ,p469_l20_o01_a,longius duco,S23,F4,normal,,,
79v,p469_l20_o07,induco ,p469_l20_o07_a,introduco,S22,F2,normal,,,
79v,p469_l20_o09,Educo ,p469_l20_o09_a,extraho,S22,F2,normal,p469_l20_o09_b,S63,F2
79v,p469_l25_o03,educo ,,,,,,p469_l25_o03_a,S63,F2
79v,p469_l26_o03-04,dux ducis ,,,,,,p469_l26_o03-04_a,S63,F2
79v,p469_l26_o05,iure ,,,,,,,,
79v,p469_l28_o07-08,in .co. ,,,,,,p469_l28_o07-08_a,S63,F3
79v,p469_l29_o06,pecco ,,,,,,,,
79v,f79v_l23_o01,seco ,,,,,,,,
79v,p469_l29_o10,Sulco ,p469_l29_o10_a,admitto,S22,F2,normal,p469_l29_o10_b,S63,F3
79v,p469_l30_o02,mulco ,p469_l30_o02_a,findo,S22,F2,normal,,,
79v,p469_l32_o04,inesco ,p469_l32_o04_a,afligo,S22,F2,normal,,,
79v,p469_l33_o04,sannio. ,p469_l33_o04_a,÷ fictũ,S22,F2,normal,,,
79v,p470_l01_o08,ęsca ,,,,,,p470_l01_o08_a,S63,F3
79v,p470_l03_o01,Notant᷑ ,p470_l03_o01_a,exceptos,S22,F2,normal,,,
79v,p470_l03_o03,uinco ,p470_l03_o03_a,supero,S22,F2,normal,p470_l03_o03_b,S63,F3
79v,p470_l04_o02,parco ,p470_l04_o02_a,indulgeo,S22,F2,normal,,,
79v,p470_l06_o08,horresco ,,,,,,p470_l06_o08_a,S63,F3
80r,p470_l08_o01-02,labo -as ,,,,,,p470_l08_o01-02_a,S63,F3
80r,p470_l09_o05,uesperasco ,,,,,,p470_l09_o05_a,S63,F2
80r,p470_l09_o06,Iuuenisco  ,,,,,,p470_l09_o06_a,S63,F2
80r,p470_l09_o07,Glisco ,p470_l09_o07_a,cresco,S22,F2,normal,p470_l09_o07_b,S63,F2
80r,p470_l11_o06,pasco ,,,,,,p470_l11_o06_a,S63,F2
80r,p470_l12_o02,Cõpesco ,p470_l12_o02_a,ꝓhibeo,S22,F2,normal,p470_l12_o02_b,S63,F2
80r,p470_l12_o05,Disco ,p470_l12_o05_a,paro,S22,F2,normal,,,
80r,p470_l12_o08,Assuesco ,p470_l12_o08_a,soleo,S22,F2,normal,p470_l12_o08_b,S63,F2
80r,p470_l13_o01,posco ,p470_l13_o01_a,flagito,S22,F2,normal,,,
80r,p470_l13_o03,Quiesco ,p470_l13_o03_a,reꝗesco,S22,F2,normal,p470_l13_o03_b,S24,F2
80r,p470_l15_o03,respondens ,p470_l15_o03_a,c̃ueniens,S22,F2,normal,,,
80r,p470_l15_o04,Prędic̃ta ,p470_l15_o04_a,id est pasco cresco,S53,F3,normal,,,
80r,p470_l16_o01-02,p̃tm-ꝑfectũ ,p470_l16_o01-02_a, ꝗ̃ inchoant᷑ ++,S53,F4,shorthand,,,
80r,p470_l16_o08,ut ,p470_l16_o08_a,sicut,S35,F2,normal,,,
80r,p470_l18_o03-04,in .cor. ,,,,,,p470_l18_o03-04_a,S63,F2
80r,p470_l20_o07,p̃cor ,p470_l20_o07_a,posco,S22,F2,normal,,,
80r,p470_l21_o01,Suspicor ,p470_l21_o01_a,ęstimo,S22,F2,normal,,,
80r,p470_l21_o03,Ludificor ,p470_l21_o03_a,deludo,S22,F2,normal,p470_l21_o03_b,S63,F2
80r,p470_l21_o05,iocor ,p470_l21_o05_a,ludo,S22,F2,normal,,,
80r,p470_l21_o07,mercor ,p470_l21_o07_a,emo ł cõparo,S22,F3,normal,,,
80r,p470_l22_o01,gręcor ,p470_l22_o01_a,grece loquor,S23,F3,normal,p470_l22_o01_b                  ,S63,F2
80r,p470_l23_o04,grecari ,p470_l23_o04_a,gręce loꝗ,S23,F3,normal,,,
80r,p470_l23_o05,Bacchor ,p470_l23_o05_a,insanio,S22,F2,normal,p470_l23_o05_b,S63,F2
80r,p470_l27_o02,Stomachor ,p470_l27_o02_a,insignor ł irascor,S22,F2,normal,p470_l27_o02_b,S63,F2
80r,p470_l29_o03,.cor. ,p470_l29_o03_a,h,S611,F1,normal,,,
80r,p470_l29_o09,baccha ,p470_l29_o09_a,fructus lauri ł ederę,S23,F3,normal,p470_l29_o09_b,S63,F2
80r,p470_l29_o10,stomachus ,p470_l29_o10_a,os uentis,S23,F3,normal,p470_l29_o10_b,S25,F2
80r,p470_l30_o05,inputanda ,p470_l30_o05_a,asscribenda inmittenda,S22,F2,normal,,,
80r,p470_l33_o07,paciscor ,p470_l33_o07_a,ꝓmitto ł ++,S22,F3,shorthand,,,
80r,p470_l33_o08,cõminiscor ,p470_l33_o08_a,excogito,S22,F2,normal,p470_l33_o08_b,S63,F2
80r,p470_l34_o01,adipiscor ,p470_l34_o01_a,c̃sequor,S22,F2,normal,,,
80r,p470_l34_o02,Exꝑgiscor ,p470_l34_o02_a,euigilo,S22,F2,normal,,,
80r,p470_l33_o06,nanciscor ,p470_l33_o06_a,c̃sequor,S22,F2,normal,,,
80r,p471_l01_o01-02,in .do. ,,,,,,p471_l01_o01-02_a,S63,F2
80r,p471_l02_o05,subiacebunt ,p471_l02_o05_a,manꝰ cipabuntur,S23,F4,normal,,,
80r,p471_l03_o03,sedo ,p471_l03_o03_a,placo ł mitigo,S22,F3,normal,p471_l03_o03_b,S63,F2
80r,p471_l03_o08,Fedus ,p471_l03_o08_a,turpis,S22,F2,normal,,,
80r,p471_l03_o09,fedo ,p471_l03_o09_a,turpo,S22,F2,normal,,,
80r,p471_l04_o04,exheredo ,p471_l04_o04_a,hereditatẽ tollo,S23,F4,normal,p471_l04_o04_b,S63,F2
80r,p471_l04_o06,Cicero ,p471_l04_o06_a,++++,S554,F4,shorthand,,,
80r,p471_l06_o01,delapido ,p471_l06_o01_a,defraudo,S22,F2,normal,p471_l06_o01_b,S63,F2
80r,p471_l08_o01,Fraus ,p471_l08_o01_a,deceptio,S22,F2,normal,p471_l08_o01_b,S63,F2
80r,p471_l08_o02,fraudo ,p471_l08_o02_a,priuo ł decipio,S22,F3,normal,,,
80r,p471_l08_o04,Laus ,p471_l08_o04_a,rumor,S22,F2,normal,,,
80r,p471_l08_o07,Cor ,,,,,,p471_l08_o07_a,S63,F2
80r,p471_l09_o01,udo ,,,,,,p471_l09_o01_a,S63,F2
80r,p471_l09_o11,sudo ,,,,,,p471_l09_o11_a,S63,F2
80r,p471_l12_o02,uado ,p471_l12_o02_a,ꝑgo,S22,F2,shorthand,,,
80r,p471_l12_o04,inuado ,p471_l12_o04_a,deuasto,S22,F2,normal,,,
80r,p471_l12_o08,cędo ,,,,,,p471_l12_o08_a,S63,F2
80r,p471_l13_o02,pedo ,,,,,,p471_l13_o02_a,S63,F2
80r,p471_l14_o02,displosa ,p471_l14_o02_a,disrupta,S22,F2,normal,,,
80r,p471_l15_o01,Fido ,,,,,,p471_l15_o01_a,S63,F2
80r,p471_l15_o03,Strido ,p471_l15_o03_a,strepo,S22,F2,normal,,,
80r,p471_l15_o05,Lędo ,p471_l15_o05_a,offendo,S22,F2,normal,,,
80r,p471_l15_o09,illido ,p471_l15_o09_a,intꝰ lędo,S23,F4,normal,p471_l15_o09_b,S12,F2
80r,p471_l17_o02,Rodo ,p471_l17_o02_a,deuoro,S22,F2,normal,,,
80r,p471_l17_o04,ꝓdo ,p471_l17_o04_a,manifesto ł trado,S22,F3,normal,,,
80r,p471_l17_o06,ludo ,p471_l17_o06_a,iocor,S22,F2,normal,,,
80r,p471_l17_o08,Cudo ,p471_l17_o08_a,fabrico ł cõpono,S22,F3,normal,,,
80r,p471_l18_o06,Excudo ,,,,,,p471_l18_o06_a,S63,F2
80r,p471_l18_o08,ꝓcudo ,p471_l18_o08_a,ĩ ꝓturbo,S22,F2,normal,,,
80r,p471_l24_o02,ꝓcudit ,,,,,,p471_l24_o02_a,S63,F2
80r,p471_l25_o06,lintres ,p471_l25_o06_a,parua nauis,S23,F3,normal,,,
80r,p471_l26_o01,Trudo ,p471_l26_o01_a,indudo,S22,F2,normal,,,
80r,p471_l26_o03,detrudo ,p471_l26_o03_a,repello,S22,F2,normal,p471_l26_o03_b,S63,F2
80r,p471_l28_o04,pecuaria ,p471_l28_o04_a,pecunia,S22,F2,normal,,,
80r,p471_l29_o07,rudo ,,,,,,p471_l29_o07_a,S63,F2
80v,p472_l01_o03,suspicari ,p472_l01_o03_a,iudicari,S22,F2,normal,,,
80v,p472_l03_o04,palinurꝰ ,p472_l03_o04_a,+++ gub̶natoris nauis,S23,F3,normal,,,
80v,p472_l09_o01,cedt̃ ,p472_l09_o01_a,uerberare,S22,F2,normal,,,
80v,p472_l13_o01,Plaudo ,p472_l13_o01_a,plaudere +++,S23,F3,normal,,,
80v,p472_l13_o03,cludo ,,,,,,p472_l13_o03_a,S63,F3
80v,p472_l15_o07,cado ,,,,,,p472_l15_o07_a,S63,F2
80v,p472_l16_o04,Edo ,,,,,,p472_l16_o04_a,S63,F2
80v,p472_l17_o09,discrepant ,p472_l17_o09_a,distant,S22,F2,normal,,,
80v,p472_l18_o09,Trucido ,p472_l18_o09_a,int̃ficio,S22,F2,normal,p472_l18_o09_b,S63,F3
80v,p472_l19_o04,qđ ,p472_l19_o04_a,++,S53,F3,shorthand,,,
80v,p472_l19_o11,nom̃ ,p472_l19_o11_a,++ formido ++ + formidinis amor & formido t̾imeo,S53,F4,shorthand,,,
80v,p472_l23_o01,pando ,p472_l23_o01_a,aperio,S22,F2,normal,,,
80v,p472_l23_o02,pendo ,p472_l23_o02_a,soluo,S22,F2,normal,p472_l23_o02_b,S63,F3
80v,p472_l23_o05,incendo ,p472_l23_o05_a,uro,S22,F2,normal,,,
80v,p472_l23_o06,offendo ,p472_l23_o06_a,ledo,S22,F2,normal,,,
80v,p472_l23_o08,scindo ,p472_l23_o08_a,diuido,S22,F2,normal,,,
80v,p472_l23_o10,tundo ,p472_l23_o10_a,ꝑcutio,S22,F2,normal,,,
80v,p472_l24_o01,Mando ,p472_l24_o01_a,mando,S22,F2,normal,,,
80v,p472_l25_o09,Vndo ,p472_l25_o09_a,uacillo,S22,F2,normal,p472_l25_o09_b,S63,F2
80v,p472_l25_o11,inundo ,p472_l25_o11_a,offluo,S22,F2,normal,,,
80v,p472_l26_o02,abundo ,p472_l26_o02_a,exubero,S22,F2,normal,,,
80v,p472_l32_o01,fecundus ,p472_l32_o01_a,fertilis,S22,F2,normal,p472_l32_o01_b,S63,F2
80v,p473_l01_o01,Secundus ,p473_l01_o01_a,prosꝑ,S22,F2,normal,,,
80v,p473_l01_o03,secundo ,p473_l01_o03_a,+,S22,F2,shorthand,,,
80v,p473_l03_o06,menda ,,,,,,p473_l03_o06_a,S63,F2
80v,p473_l03_o08,mendũ ,p473_l03_o08_a,+,S22,F2,shorthand,,,
80v,p473_l04_o05,p̃tura ,p473_l04_o05_a,+,S22,F2,shorthand,,,
80v,p473_l08_o01, Exim& ,,,,,,p473_l08_o01_a,S63,F2
80v,p473_l09_o01,uerbũ ,p473_l09_o01_a,+,S53,F2,shorthand,,,
80v,p473_l09_o03,em̃do ,p473_l09_o03_a,corrũpo,S22,F2,normal,,,
80v,p473_l16_o09,t̃tię  ,p473_l16_o09_a,+,S53,F2,shorthand,,,
80v,p473_l16_o10,quędã ,p473_l16_o10_a,sb̶ uerba,S3232,F2,normal,,,
80v,p473_l18_o02, Mando ,,,,,,p473_l18_o02_a,S63,F2
80v,p473_l20_o08,effusionẽ ,p473_l20_o08_a,asꝑsionẽ,S22,F2,normal,,,
80v,p473_l21_o01,fundo ,,,,,,p473_l21_o01_a,S54,F2
80v,p473_l22_o05,fructus ,,,,,,,,
80v,p473_l22_o11,altitudine ,p473_l22_o11_a,ꝓfunditatẽ,S22,F2,normal,,,
80v,p473_l23_o09,fundo ,,,,,,,,
80v,p473_l24_o09,BACΩYCH ,,,,,,p473_l24_o09_a,S221,F3
80v,p473_l24_o12,ꝓfundus ,,,,,,p473_l24_o12_a,S63,F2
80v,p473_l28_o05,pessumdo ,p473_l28_o05_a,disꝑdo / pessũ ++ p̃cipitium,S24,F3,normal,p473_l28_o05_b,S63,F2
81r,p473_l29_o09,cõpositũ ,p473_l29_o09_a,+++,S53,F4,shorthand,,,
81r,f81r_01_18,dedo ,f81r_01_18_a,trado,S22,F2,normal,,,
81r,p473_l30_o10,ꝓdo ,p473_l30_o10_a,manifesto,S22,F2,normal,p473_l30_o10_b,S63,F2
81r,p474_l01_o03,credo ,p474_l01_o03_a,a cr&u do,S54,F3,normal,,,
81r,p474_l01_o04,uendo ,p474_l01_o04_a,a uenũdo,S54,F3,normal,,,
81r,p474_l05_o03,ΟΡΚΩ ,p474_l05_o03_a,iuro +,S22,F2,shorthand,,,
81r,p474_l05_o04,ΟΡΚΩΥC ,p474_l05_o04_a,iuras,S22,F2,normal,,,
81r,p474_l05_o08,ΕΙΟΡΚΩ ,p474_l05_o08_a,deiero,S22,F2,normal,,,
81r,p474_l06_o01,ΕΙΟΡΚΕΥC ,p474_l06_o01_a,deieras,S22,F2,normal,,,
81r,p474_l06_o02,ΕΠΙΟΡΚΩ ,p474_l06_o02_a,adiuro,S22,F2,normal,,,
81r,p474_l06_o03,ΕΠΥΟΡΚΕΥC ,p474_l06_o03_a,adiuras,S22,F2,normal,,,
81r,p474_l06_o08,CΙΓΩ ,p474_l06_o08_a,sileo ł taceo,S22,F3,normal,p474_l06_o08_b,S221,F4
81r,p474_l06_o09,CΙΓΑC ,p474_l06_o09_a,siles,S22,F2,normal,,,
81r,p474_l07_o04,ΙΕPΩCΥΓΩ ,p474_l07_o04_a,r&iceo,S22,F2,normal,,,
81r,p474_l07_o05,IEΡΟCΥΓΕΥC ,p474_l07_o05_a,r&ices,S22,F2,normal,,,
81r,p474_l08_o04,ꝑspicatiores ,p474_l08_o04_a,acutiores,S22,F2,normal,,,
81r,p474_l08_o06,refutantes ,p474_l08_o06_a,respuentes,S22,F2,normal,,,
81r,p474_l08_o07,affirmant ,p474_l08_o07_a,aseruunt,S22,F2,normal,,,
81r,p474_l10_o05,ΕΙΟΡΚΩC ,p474_l10_o05_a,deierator,S22,F2,normal,,,
81r,p474_l10_o06,EΠYOΡKΩC ,p474_l10_o06_a,adiurator ł adiurans,S22,F3,normal,,,
81r,p474_l10_o07,ΙΕΡΩCΥΓΩΥC ,,,,,,,,
81r,p474_l11_o07,respondere ,p474_l11_o07_a,comere?,S22,F2,normal,,,
81r,p474_l12_o05,.do. ,,,,,,p474_l12_o05_a,S53,F4
81r,p474_l17_o02,igit᷑ ,p474_l17_o02_a,ĩdo,S22,F2,normal,,,
81r,p474_l18_o08,no ,p474_l18_o08_a,nato,S22,F2,normal,,,
81r,p474_l19_o01,flo ,,,,,,p474_l19_o01_a,S63,F3
81r,p474_l19_o04,for ,p474_l19_o04_a,loquor,S22,F2,normal,,,
81r,p474_l21_o03,pessũdo ,p474_l21_o03_a,disꝑdo,S22,F2,normal,,,
81r,p474_l22_o08,coher&; ,p474_l22_o08_a,c̃iungitur,S22,F2,normal,,,
81r,p474_l22_o09-10,in .dor. ,,,,,,p474_l22_o09-10_a,S63,F2
81r,p474_l23_o05,uador ,p474_l23_o05_a,uadum,S24,F2,normal,,,
81r,p474_l24_o01-05,in .go. ł in .gor. ,,,,,,p474_l24_o01-05_a,S63,F2
81r,p474_l24_o11,dinoscunt᷑ ,p474_l24_o11_a,agnoscuntur,S22,F2,normal,,,
81r,p474_l26_o02,ꝓpago ,p474_l26_o02_a,dilato,S22,F2,normal,p474_l26_o02_b,S63,F2
81r,p474_l26_o08,refragor ,p474_l26_o08_a,c̃tradico resisto,S22,F3,normal,p474_l26_o08_b,S63,F2
81r,p474_l28_o08,circũago. ,p474_l28_o08_a,circũduco,S22,F2,normal,,,
81r,p474_l29_o02,exigo ,p474_l29_o02_a,reꝗro,S22,F2,normal,p474_l29_o02_b,S63,F2
81r,p474_l29_o03,subigo ,p474_l29_o03_a,subicio/subdo ł mancipo,S22,F3,normal,,,
81r,p474_l29_o06,excludant ,p474_l29_o06_a,abiciunt,S22,F2,normal,,,
81r,p474_l29_o08,dego ,p474_l29_o08_a,habitio,S22,F2,normal,,,
81r,p474_l30_o04,lego ,p474_l30_o04_a,aliꝗd ꝑ legẽ statuo,S23,F4,normal,p474_l30_o04_b,S23,F3
81r,p474_l30_o06,Dego ,,,,,,p474_l30_o06_a,S63,F2
81r,p474_l31_o04-05,lego -gas ,,,,,,p474_l31_o04-05_b,S23,F3
81r,p475_l01_o12,legitime ,p475_l01_o12_a,lege ł merito,S22,F3,normal,,,
81r,p475_l02_o02,iure ,p475_l02_o02_a,rationabilit̃,S22,F2,normal,,,
81r,p475_l02_o10,Allego ,p475_l02_o10_a,affirmo asseuero,S22,F3,normal,p475_l02_o10_b,S63,F2
81r,p475_l03_o02,ablego ,p475_l03_o02_a,abrogo ł legẽ tollo,S23,F3,normal,p475_l03_o02_b,S63,F2
81r,p475_l03_o04,relego ,p475_l03_o04_a,segrego,S22,F2,normal,,,
81r,p475_l14_o06,thetis ,p475_l14_o06_a,+++,S554,F3,normal,,,
81r,p475_l16_o03,ibide ,,,,,,,,
81r,p475_l18_o04,delituisse ,p475_l18_o04_a,+++ lateo deliteo,S22,F3,shorthand,,,
81v,p475_l20_o10,exigo ,p475_l20_o10_a,+,S22,F2,shorthand,,,
81v,p475_l21_o01,subigo ,p475_l21_o01_a,subdo,S22,F2,normal,,,
81v,p475_l21_o03,abigo ,p475_l21_o03_a,repello,S22,F2,normal,,,
81v,p475_l21_o04,ꝓdigo ,p475_l21_o04_a,inutilẽ mea dispenso,S23,F4,normal,p475_l21_o04_b,S63,F2
81v,p475_l21_o08,ꝑago ,p475_l21_o08_a,ꝑficio,S22,F2,normal,,,
81v,p475_l21_o09,circũago ,p475_l21_o09_a,circũduco,S22,F2,normal,,,
81v,p475_l23_o02,ligo ,p475_l23_o02_a,uincio,S22,F2,normal,,,
81v,p475_l23_o04,rigo ,p475_l23_o04_a,aquor,S22,F2,normal,p475_l23_o04_b,S63,F2
81v,p475_l23_o06,Litigo ,p475_l23_o06_a,rixor,S22,F2,normal,,,
81v,p475_l23_o09,remigo ,p475_l23_o09_a,nauẽ gub̶no,S23,F4,normal,p475_l23_o09_b,S63,F2
81v,p475_l27_o03,instigo ,p475_l27_o03_a,incito,S22,F2,normal,p475_l27_o03_b,S63,F2
81v,p475_l27_o11,figo ,p475_l27_o11_a,stabilio,S22,F2,normal,p475_l27_o11_b,S63,F2
81v,p475_l28_o02,fligo ,,,,,,p475_l28_o02_a,S63,F2
81v,p475_l28_o05,affligo ,p475_l28_o05_a,afficio,S22,F2,normal,,,
81v,p475_l28_o06,c̃fligo ,p475_l28_o06_a,c̃certo,S22,F2,normal,,,
81v,p476_l01_o04,rogo ,p476_l01_o04_a,p̃cor ł int̃rogo,S22,F3,normal,p476_l01_o04_b,S63,F2
81v,p476_l01_o08, Cogo ,,,,,,p476_l01_o08_a,S63,F2
81v,p476_l03_o08,c̃fugo ,p476_l03_o08_a,expello ł ꝓc̃bo,S22,F3,normal,p476_l03_o08_b,S63,F2
81v,p476_l03_o04,iugo ,p476_l03_o04_a,c̃iungo,S22,F2,normal,,,
81v,p476_l04_o01,conrugo ,p476_l04_o01_a,exaspero,S22,F2,normal,,,
81v,p476_l04_o02,nugor ,p476_l04_o02_a,inutilis efficio,S23,F4,normal,p476_l04_o02_b,S63,F2
81v,p476_l04_o09,ruga ,p476_l04_o09_a,pellis plicata,S23,F3,normal,p476_l04_o09_b,S63,F2
81v,p476_l04_o10,nugas ,p476_l04_o10_a,uilis ł uiles,S22,F3,normal,,,
81v,p476_l07_o09,pango ,p476_l07_o09_a,cõpono,S22,F2,normal,p476_l07_o09_b,S63,F2
81v,p476_l10_o01,Plango ,p476_l10_o01_a,defleo,S22,F2,normal,,,
81v,p476_l10_o02,fingo ,p476_l10_o02_a,cõpono,S22,F2,normal,,,
81v,p476_l10_o03,mingo ,p476_l10_o03_a,meto,S22,F2,normal,,,
81v,p476_l10_o04,ningo ,p476_l10_o04_a,niuẽ pluo,S23,F3,normal,p476_l10_o04_b,S63,F3
81v,p476_l10_o09,cingo ,p476_l10_o09_a,circũdo,S22,F2,normal,,,
81v,p476_l11_o05,emungo ,p476_l11_o05_a,emundo,S22,F2,normal,p476_l11_o05_b,S63,F2
81v,p476_l12_o01,uergo ,p476_l12_o01_a,inclino,S22,F2,normal,p476_l12_o01_b,S63,F2
81v,p476_l11_o07,fungor ,p476_l11_o07_a,utor,S22,F2,normal,,,
81v,p476_l12_o04,purgo ,p476_l12_o04_a,mundo,S22,F2,normal,,,
81v,p476_l12_o08,purgus ,p476_l12_o08_a,mundus,S22,F2,normal,,,
81v,p476_l13_o01,iurgo ,p476_l13_o01_a,litigo,S22,F2,normal,,,
81v,p476_l14_o01,uulgo ,p476_l14_o01_a,manifesto ł in uulgũ +,S22,F3,shorthand,,,
81v,p476_l14_o05,ꝓuulgo ,p476_l14_o05_a,publico,S22,F2,normal,,,
81v,p476_l17_o08,Traho ,,,,,,p476_l17_o08_a,S63,F2
81v,p476_l17_o09,ueho ,p476_l17_o09_a,porto,S22,F2,normal,p476_l17_o09_b,S63,F2
81v,p476_l18_o09,ꝓueho ,p476_l18_o09_a,ꝓmoueo ł sublimo,S22,F3,normal,,,
81v,p476_l18_o10,subueho ,p476_l18_o10_a,subporto,S22,F2,normal,,,
81v,p476_l19_o02,triumpho ,p476_l19_o02_a,a triũphus ++ uinco,S54,F3,normal,p476_l19_o02_b,S63,F2
81v,p476_l19_o03,bachor ,p476_l19_o03_a,a bachus / sęuio,S54,F3,normal,p476_l19_o03_b,S63,F2
81v,p476_l19_o04,stomachor ,p476_l19_o04_a,irascor/ a stomachus,S54,F2,normal,,,
81v,p476_l21_o01,Aio ,,,,,,p476_l21_o01_a,S63,F2
81v,p476_l21_o03,meio ,,,,,,p476_l21_o03_b,S63,F2
81v,p476_l23_o02,signa ,p476_l23_o02_a,indicia,S22,F2,shorthand,,,
81v,p476_l24_o01,meiere ,,,,,,p476_l24_o01_a,S63,F2
81v,p476_l26_o06,fio ,p476_l26_o06_a,efficior,S22,F2,normal,,,
81v,p477_l01_o14,abunde ,p477_l01_o14_a,abundant̃,S22,F2,normal,,,
81v,p477_l04_o03,halo ,p477_l04_o03_a,spiro,S22,F2,normal,p477_l04_o03_b,S63,F2
81v,p477_l04_o07,Anhelo ,p477_l04_o07_a,suspiro,S22,F2,normal,,,
81v,p477_l04_o089,ꝓtelo ,p477_l04_o089_a,ãplifico,S22,F2,normal,,,
81v,p477_l05_o01,sibilo ,p477_l05_o01_a,strepo,S22,F2,normal,,,
81v,p477_l05_o02,uentilo ,p477_l05_o02_a,cõmoueo discutio,S22,F3,normal,p477_l05_o02_b,S63,F2
81v,p477_l09_o04,uolo ,,,,,,p477_l09_o04_a,S63,F2
81v,p477_l09_o06,dolo ,p477_l09_o06_a,extenuo,S22,F2,normal,,,
81v,p477_l10_o02,maculo ,p477_l10_o02_a,polluo,S22,F2,normal,,,
81v,p477_l09_o10,ululo ,p477_l09_o10_a,plango,S22,F2,normal,,,
81v,p477_l10_o04,pullulo ,p477_l10_o04_a,cresco,S22,F2,normal,,,
81v,p477_l10_o08,cumulo ,p477_l10_o08_a,augeo,S22,F2,normal,,,
81v,p477_l10_o09,exulo ,p477_l10_o09_a,peregrinor,S22,F2,normal,,,
81v,p477_l11_o03,colo ,p477_l11_o03_a,+++,S23,F4,shorthand,p477_l11_o03_b,S63,F2
81v,p477_l11_o11-12,ad culturã ,p477_l11_o11-12_a,quod ++,S53,F4,shorthand,,,
82r,p477_l15_o05,georgicon ,p477_l15_o05_a,++++,S554,F4,shorthand,,,
82r,p477_l15_o09,occulo ,p477_l15_o09_a,abscondo,S22,F2,normal,p477_l15_o09_b,S63,F3
