folio,lemma_id,lemma,gloss_id,gloss,gloss_type,gloss_form,marginal_note_id,marginal_note_type,marginal_note_form
82r,p460_l06_o01,traductiones ,p460_l06_o01_a,.i. non suscipit ut uerba traducant᷑ a noĩb;,S53,F4,,,
82r,p460_l06_o07,suscipit ,p460_l06_o07_a,illud p̃sens indicat,S53,F4,p460_l06_o07_b,S53,F4
82r,p460_l07_o01,indesinenter  ,p460_l07_o01_a,incessanter,S22,F2,,,
82r,p460_l07_o07-08,non ꝓhibuit ,p460_l07_o07-08_a,ñ uetaũ ÷ c̃cessit ipsa subtilitas artis,S53,F4,,,
82r,p460_l08_o02,positio ,p460_l08_o02_a,terminatio/÷ prima ꝑsona,S53,F3,,,
82r,p460_l09_o03,clausulis ,p460_l09_o03_a,÷ terminationib;,S22,F2,,,
82r,p460_l09_o07,merito ,p460_l09_o07_a,"Dũ positio primę/maxime a nominib; diriuant᷑
                        merito ⁊ rłꝗ",S53,F4,,,
82r,p460_l10_o03,concessit ,p460_l10_o03_a,.s. positio illa primę coniugationis,S53,F4,,,
82r,p460_l10_o04,ꝓferre ,p460_l10_o04_a,diriuare,S22,F2,,,
82r,p460_l10_o05,Scđa ,p460_l10_o05_a,c̃iugatio,S53,F2,,,
82r,p460_l10_o08,quarta ,p460_l10_o08_a,.s. coniugatio,S53,F2,,,
82r,p460_l11_o01,a noĩb; ,p460_l11_o01_a,.s. sic̃ ⁊ prima,S53,F3,,,
82r,p460_l11_o03,uerba ,p460_l11_o03_a,ut census censi censeo,S53,F3,,,
82r,p460_l11_o10,incrementa ,p460_l11_o10_a,augmenta,S22,F2,,,
82r,p460_l12_o02,quib; ,p460_l12_o02_a,sillab̶ ł incrementis,S3232,F3,,,
82r,p460_l13_o01,ꝑ .eo. ,,,,,p460_l13_o01_a,S631,F5
82r,p460_l13_o03-04, ꝑ .io. ,p460_l13_o03-04_a,cognoscit᷑,S53,F2,,,
82r,p460_l13_o06,diriuata ,p460_l13_o06_a,uerba,S53,F2,,,
82r,p460_l13_o10,confusione ,,,,,p460_l13_o10_a,S53,F5
82r,p460_l14_o09,suꝑuacuo ,p460_l14_o09_a,suꝑfluo,S22,F2,,,
82r,p460_l15_o04,qͣ ,p460_l15_o04_a,uerba,S3232,F2,,,
82r,p460_l15_o09,declinationib ,,,,,p460_l15_o09_a,S53,F3
82r,p460_l16_o01,finalitatib; ,p460_l16_o01_a,terminationib,S22,F2,,,
82r,p460_l16_o03,diriuata ,p460_l16_o03_a,.s. ipsa ũba,S53,F3,,,
82r,p460_l17_o01,utrum ,p460_l17_o01_a,.s. dubitantes,S35,F2,,,
82r,p460_l18_o09,singulares ,p460_l18_o09_a,÷ spetiales,S22,F2,p460_l18_o09_b,S53,F5
82r,p460_l18_o10,ex  ,p460_l18_o10_a,÷ fonte ł origine,S36,F3,,,
82r,p460_l18_o11,uno ,p460_l18_o11_a,÷ spetiali semꝑ ꝑ se,S53,F3,,,
82r,p460_l19_o03,clausulas ,p460_l19_o03_a,÷ sicuti nõ habent,S53,F4,,,
82r,p460_l19_o05,ut ,p460_l19_o05_a,sic̃,S36,F2,,,
82r,p460_l19_o06,participia ,p460_l19_o06_a,.s. sicut participia habent paucas clausulas/sic habent illa,S53,F4,,,
82r,p460_l19_o09,uerbalia ,p460_l19_o09_a,.s. fatiuNT,S53,F2,,,
82r,p460_l20_o02-03,eodẽ modo ,p460_l20_o02-03_a,simili modo,S22,F3,,,
82r,p460_l20_o04,plura ,p460_l20_o04_a,nõa,S3232,F2,p460_l20_o04_b,S53,F5
82r,p460_l22_o02,paucis ,p460_l22_o02_a,ut litigiũ ⁊ rł,S53,F3,p460_l22_o02_b,S53,F5
82r,p460_l22_o07,reliquas ,p460_l22_o07_a,postremas,S22,F2,p460_l22_o07_b,S53,F5
82r,p460_l22_o08,spetiales ,,,,,p460_l22_o08_b,S53,F5
82r,p460_l23_o03,clausulis ,p460_l23_o03_a,t̃minationib,S22,F2,,,
82r,p460_l23_o06,diuisas ,p460_l23_o06_a,Alius codex diuersas,S62,F3,,,
82r,p460_l24_o02,terminationes ,p460_l24_o02_a,.s. primitiuas,S53,F2,,,
82r,p460_l24_o03,Verboꝵ ,p460_l24_o03_a,.s. terminationes,S412,F2,,,
82r,p460_l24_o09,generales ,p460_l24_o09_a,÷ paucas,S53,F2,p460_l24_o09_b,S631,F5
82r,p460_l25_o03-04,ad unã ,p460_l25_o03-04_a,÷ ad primam,S53,F3,,,
82r,p460_l26_o03,uideb̶mꝰ ,p460_l26_o03_a,.s. uidet᷑,S22,F2,,,
82r,p460_l26_o06,eoq; ,p460_l26_o06_a,ꝓ hęc,S22,F2,,,
82r,p460_l26_o08,unformiter ,p460_l26_o08_a,scđm unã formã,S23,F3,,,
82r,p460_l27_o03,congrue ,p460_l27_o03_a,.s. congruũ est sibi ÷ illis/ut siNt primę,S53,F4,,,
82r,p460_l28_o07,sillabarũ ,p460_l28_o07_a,obseruatio sillabarũ,S53,F3,,,
82r,p460_l29_o03,ratione ,p460_l29_o03_a,genetiui precipue hic notatur ut sacer -cri sacro -as/tot sillabas hab& in gntõ q ? ⁊ in uerbo :,S53,F4,,,
82r,p460_l29_o07,seruantia ,p460_l29_o07_a,illa uerba,S53,F4,,,
82r,p460_l29_o08,manifestissime ,p460_l29_o08_a,aꝑtissime,S22,F2,,,
82v,p460_l30_o06,Vt ,p460_l30_o06_a,sicut,S36,F2,,,
82v,p460_l31_o01,adhęrentia ,p460_l31_o01_a,seruientia,S22,F2,p460_l31_o01_b,S53,F5
82v,p460_l31_o05,gigni ,p460_l31_o05_a,generant᷑,S22,F2,,,
82v,p460_l32_o01,cogunt᷑ ,p460_l32_o01_a,cõpellunt᷑,S22,F2,p460_l32_o01_b,S53,F5
82v,p460_l32_o03,ater ,p460_l32_o03_a,niger inde dr̃ atam̃tũ/cec̃,S24,F3,,,
82v,p460_l32_o06,tener ,p460_l32_o06_a,mollis inde dr̃ tenellus la,S24,F4,,,
82v,p460_l33_o01,arduus ,p460_l33_o01_a,excelsus,S22,F2,,,
82v,p460_l33_o11,qđ ,p460_l33_o11_a,ł ,S36,F2,,,
82v,p460_l34_o07,sacer ,p460_l34_o07_a,sc̃s,S22,F2,,,
82v,p460_l34_o09,sacro ,p460_l34_o09_a,libo,S22,F2,,,
82v,p460_l35_o05,Vigil ,p460_l35_o05_a,custos,S22,F2,,,
82v,p460_l35_o07,uigilo ,p460_l35_o07_a,excubo,S22,F2,,,
82v,p460_l36_o04,Memoro ,p460_l36_o04_a,Recordor,S22,F2,,,
82v,p460_l36_o06,Miles ,p460_l36_o06_a,Pugnator,S22,F2,,,
82v,p460_l36_o08,Milito ,p460_l36_o08_a,Pugno ł militã exerceo,S23,F4,,,
82v,f82v_l06_o13,indico ,f82v_l06_o13_a,indimo,S22,F2,,,
82v,p461_l01_o05,Manceps ,p461_l01_o05_a,mancꝰ ł manucapiens,S25,F3,,,
82v,p461_l01_o07,Mancipo ,p461_l01_o07_a,subdo familor seruio inde mancipiũ,S22,F3,,,
82v,p461_l02_o06,manifestis ,p461_l02_o06_a,ex,S611,F2,,,
82v,p461_l02_o07,incerta ,p461_l02_o07_a,illa qͣ sunt(dubia),S23,F4,,,
82v,p461_l02_o08,regulantur ,p461_l02_o08_a,÷ ꝑ regulã cognoscuNT᷑/ł ordinant᷑,S53,F4,,,
82v,p461_l02_o10,ambigua ,p461_l02_o10_a,dubia,S22,F2,,,
82v,p461_l03_o05,certe ,p461_l03_o05_a,ꝓrsus,S22,F2,,,
82v,p461_l03_o07,uerbis ,p461_l03_o07_a,Ideo dic̃ pͥra ũbis  uerba ab ipsis diriuant᷑,S53,F4,,,
82v,p461_l03_o11,quib; ,p461_l03_o11_a,uerbis,S3232,F2,,,
82v,p461_l03_o12,naturaliter ,,,,,p461_l03_o12_a,S53,F4
82v,p461_l04_o05,ꝗ ,p461_l04_o05_a,s. actꝰ,S3232,F2,,,
82v,p461_l05_o01-02,exempli causa ,p461_l05_o01-02_a,.s. uerbi grã,S22,F3,,,
82v,p461_l05_o04,multis ,p461_l05_o04_a,exẽplis,S53,F2,,,
82v,p461_l05_o07,pauca ,p461_l05_o07_a,.s. exẽpla,S53,F2,,,
82v,p461_l05_o09,ęsca ,p461_l05_o09_a,cib;,S222,F2,,,
82v,p461_l05_o10,inęsco ,p461_l05_o10_a,pasco ł manduco,S22,F3,,,
82v,p461_l06_o02,inundo ,p461_l06_o02_a,fluctuo,S22,F2,,,
82v,p461_l06_o06,paco ,p461_l06_o06_a,pacifico fecundo,S22,F3,,,
82v,p461_l06_o09,eradico ,p461_l06_o09_a,Ara dicib; ł radicitus e uello ÷ decerpo,S23,F4,,,
82v,p461_l07_o02,Piscor ,,,,,p461_l07_o02_a,S54,F4
82v,p461_l08_o05,eppodo ,p461_l08_o05_a,+in carm̃ nobili,S23,F3,p461_l08_o05_b,S23,F5
82v,p461_l10_o02,Radio ,p461_l10_o02_a,splendeo,S22,F2,,,
82v,p461_l10_o04,humus ,p461_l10_o04_a,tellus,S22,F2,,,
82v,p461_l10_o05,humo ,p461_l10_o05_a,sepelo ł humũ fodio,S23,F3,,,
82v,p461_l10_o10,Contio ,p461_l10_o10_a,multitudo c̃uentio,S23,F4,,,
82v,p461_l10_o11,Contionor ,p461_l10_o11_a,rationor,S22,F2,,,
82v,p461_l11_o01,limen ,p461_l11_o01_a,meta,S22,F2,,,
82v,p461_l11_o02,elimino ,p461_l11_o02_a,extta limꝰ ꝓicio,S23,F4,,,
82v,p461_l11_o03,cacumen ,p461_l11_o03_a,sũmitas culm̃,S22,F3,,,
82v,p461_l11_o04,cacumino ,p461_l11_o04_a,erigo/ł in altũ ascendo,S23,F4,,,
82v,p461_l11_o06,cacuminat ,p461_l11_o06_a,erigit/abscondit in sũmitatẽ,S23,F4,,,
82v,p461_l12_o02,Ouidius ,p461_l12_o02_a,Auctor,S554,F2,,,
82v,p461_l12_o03,metamorphoson ,p461_l12_o03_a,transmeationis ł transformationis,S22,F3,,,
82v,p461_l12_o06,Rumen ,p461_l12_o06_a,interior pars gulę,S23,F3,,,
82v,p461_l12_o08,rumino ,,,,,p461_l12_o08_a,S23,F5
82v,p461_l13_o01,Ilice ,p461_l13_o01_a,ilex genꝰ arboris est ꝓ,S222,F4,,,
82v,p461_l13_o02,subnigra ,p461_l13_o02_a,pt̃ umbraculũ nigra dicit,S23,F4,,,
82v,p461_l14_o03,bucolico ,p461_l14_o03_a,.s. hoc dicit,S611,F4,,,
82v,p461_l17_o01,scortũ ,p461_l17_o01_a,meretrix pelex :,S22,F3,,,
82v,p461_l17_o02,scortor ,p461_l17_o02_a,Meretricor,S22,F2,p461_l17_o02_b,S5,F5
82v,p461_l17_o04,gurges ,p461_l17_o04_a,ꝓ funditos aquarũ,S23,F3,,,
82v,p461_l17_o06,ingurgito ,p461_l17_o06_a,deglutino absorbeo,S22,F3,,,
82v,p461_l17_o08,in ,p461_l17_o08_a,÷ c̃tra,S36,F2,,,
82v,p461_l18_o06,ingurgitasses ,p461_l18_o06_a,immersisses,S22,F2,,,
82v,p461_l19_o05,eo ,p461_l19_o05_a,nõe,S3232,F2,,,
82v,p461_l19_o07,ꝓcrastino ,p461_l19_o07_a,ꝓtelo ꝓlongo ꝑendino differo aliꝗd,S23,F4,,,
82v,p461_l19_o10,ꝑendie ,p461_l19_o10_a,post cras ł ante cras quasi ꝑ ante diẽ,S23,F3,,,
82v,p461_l20_o02,coꝑendino ,p461_l20_o02_a,÷ ꝓlongo differo in aliũ diem in longũ mitto,S23,F4,,,
82v,p461_l20_o05,de ,p461_l20_o05_a,ut longe,S36,F2,,,
82v,p461_l20_o08,diriuata ,p461_l20_o08_a,ut ꝓlongo,S53,F3,,,
82v,p461_l21_o09,frequentatiua ,p461_l21_o09_a,ut lectito,S53,F3,,,
82v,p461_l22_o01,forma ,p461_l22_o01_a,.s. primę est,S53,F4,,,
82v,p461_l22_o09,diriuatio ,p461_l22_o09_a,÷ ipsa diriuatio uerborũ quę lit̃ c̃sonantẽ ante .o.,S53,F4,,,
82v,p461_l23_o03,forte ,p461_l23_o03_a,euentu,S22,F2,,,
82v,p461_l23_o04,incidat ,p461_l23_o04_a,cadat,S22,F2,,,
82v,p461_l23_o05-06,in clausulã ,p461_l23_o05-06_a,in t̃minationẽ,S22,F2,,,
82v,p461_l23_o07,iam ,p461_l23_o07_a,÷ in .io. & in .eo. & in .sco. & in .urio.,S53,F3,,,
82v,p461_l23_o10,coniugationum ,p461_l23_o10_a,coniugationi,S611,F2,,,
82v,p461_l24_o02,deputatam ,p461_l24_o02_a,c̃numeratã,S22,F2,,,
82v,p461_l24_o03,ut ,p461_l24_o03_a,.s. dicuNT᷑,S53,F2,,,
82v,p461_l25_o03,formę ,p461_l25_o03_a,.s. quartę,S53,F2,,,
82v,p461_l25_o04,finatatis ,p461_l25_o04_a,li,S611,F1,,,
82v,p461_l25_o07,tertię ,p461_l25_o07_a,.s. coniugationis in formã ł pͥmam ꝑsonã indicatius,S53,F4,,,
82v,p461_l26_o09-10,in possessionẽ ,p461_l26_o09-10_a,.s. illa ꝑfecta in .scͦ. ut inesco -as a noẽ qđ ẽ  ęsca,S53,F4,,,
82v,p461_l27_o03,concesserunt ,p461_l27_o03_b,Alii codices in positioñ tribuere,S62,F4,,,
82v,p461_l27_o03,concesserunt ,p461_l27_o03_a,÷ informãt primam ꝑsonã indct̃.s. auctoresi,S53,F4,,,
82v,p461_l28_o02,accipere ,,,,,p461_l28_o02_a,S62,F3
82v,p461_l28_o03,coactis ,p461_l28_o03_a,c̃iunctis,S22,F2,,,
82v,p461_l28_o09,meditetiua ,p461_l28_o09_a,uerba ut lecturio,S53,F3,,,
82v,p461_l29_o02,quartã ,p461_l29_o02_a,.s. c̃iugationem,S53,F2,,,
82v,p461_l29_o05,terminationem ,p461_l29_o05_a,coniugationem,S22,F2,,,
82v,f82v_l31_o01,coniugationẽ ,f82v_l31_o01_a,Alii codices ex terminatione,S62,F3,,,
82v,p461_l31_o01,habent ,p461_l31_o01_a,ł ba,S611,F1,,,
82v,p461_l31_o02,Frequentatiua ,p461_l31_o02_a,ut lectito,S53,F3,,,
82v,p461_l31_o05,inchoatiua ,p461_l31_o05_a,ut feruesco,S53,F2,,,
82v,p461_l31_o06,carentes ,p461_l31_o06_a,ñ habentes,S23,F4,p461_l31_o06_b,S53,F5
82v,p461_l31_o08-09,ante .o. ,,,,,p461_l31_o08-09_a,S53,F4
82v,p461_l32_o04,inuicẽ ,,,,,p461_l32_o04_b,S53,F4
82v,p461_l32_o05,necessario ,p461_l32_o05_a,aduerbiũ qualitatis,S34,F3,p461_l32_o05_b,S53,F4
82v,p462_l01_o01,primitiua ,p462_l01_o01_a,forma,S53,F2,,,
82v,p462_l01_o05,sic ,p462_l01_o05_a,p̃t̃ inchoatiuã traductionem,S53,F3,p462_l01_o05_b,S53,F5
83r,p462_l02_o07,uindicat ,p462_l02_o07_a,accip̃ hab& possid&,S22,F3,,,
83r,p462_l02_o10,uerbis ,p462_l02_o10_a,aliis,S53,F2,,,
83r,p462_l05_o02,quib; ,p462_l05_o02_a,.s. diriuatiuis uerb̶,S53,F3,,,
83r,p462_l05_o06,obseruandũ ,p462_l05_o06_a,considerandũ notantũ,S22,F3,,,
83r,p462_l06_o01,incrementa ,p462_l06_o01_a,aucmenta,S22,F2,,,
83r,p462_l06_o05,ꝓuenire ,p462_l06_o05_a,euenire,S22,F2,,,
83r,p462_l06_o07,uello ,p462_l06_o07_a,decio destruo carpo eradico,S22,F3,,,
83r,p462_l06_o09,uellico ,p462_l06_o09_a,idir? uim est qđ uello,S23,F4,p462_l06_o09_b,S5,F5
83r,p462_l07_o03,fodico ,p462_l07_o03_a,terrã,S22,F2,,,
83r,p462_l07_o05,Nutrio ,p462_l07_o05_a,alo foueo,S22,F3,,,
83r,p462_l07_o08,albico ,p462_l07_o08_a,albico ł alb; efficior,S23,F4,,,
83r,p462_l08_o02,fabrico ,p462_l08_o02_a,edifico,S22,F2,,,
83r,p462_l08_o04,Altercor ,p462_l08_o04_a,litigo discordor,S22,F3,,,
83r,f83r_l06_o02,Communis ,f83r_l06_o02_a,gñs ẽ ne fier& dubitatio ab eo qđ ÷ frons frontis,S53,F4,f83r_l06_o02_b,S53,F4
83r,p462_l08_o06,frondis ,,,,,p462_l08_o06_a,S23,F5
83r,p462_l08_o07,frondico ,,,,,p462_l08_o07_a,S23,F4
83r,p462_l08_o08,nobilito ,p462_l08_o08_a,nobił efficior ł insignio,S23,F3,,,
83r,p462_l08_o09,Oscis ,,,,,p462_l08_o09_a,S62,F4
83r,p462_l08_o10,oscito ,,,,,p462_l08_o10_b,S23,F4
83r,f83r_l06_o12,debilis ,f83r_l06_o12_a,infirmꝰ,S22,F2,,,
83r,f83r_l06_o13,debilito ,,,,,f83r_l06_o13_a,S5,F5
83r,p462_l09_o02,uentilo ,p462_l09_o02_a,ꝓicio purgo,S22,F3,p462_l09_o02_b,S23,F5
83r,p462_l09_o03,pullulo ,p462_l09_o03_a,cresco,S22,F2,p462_l09_o03_b,S5,F4
83r,p462_l09_o04,gratulor ,p462_l09_o04_a,Gratias ago ł gaudeo,S23,F3,,,
83r,p462_l09_o05,Latrocinor ,p462_l09_o05_a,latrociniũ exerceo ł inuolo,S23,F4,,,
83r,p462_l09_o06,febricito ,p462_l09_o06_a,tremulo,S22,F2,,,
83r,p462_l09_o07,Pariq ,p462_l09_o07_a,equali ueni/unt ł aliis ũbis ł a nominib;,S53,F4,,,
83r,p462_l10_o01,commissor ,,,,,p462_l10_o01_a,S5,F4
83r,p462_l10_o02,sarcinor ,p462_l10_o02_a,pondero,S22,F2,,,
83r,p462_l10_o03-04,opem tuli ,p462_l10_o03-04_a,auxiliũ dedi,S22,F3,,,
83r,p462_l10_o05,opitulor ,p462_l10_o05_a,Adiuuo,S22,F2,p462_l10_o05_b,S5,F4
83r,p462_l11_o01,desinentia ,p462_l11_o01_a,.s. pͥimę st̃,S53,F3,,,
83r,p462_l11_o07,nauigo ,,,,,p462_l11_o07_a,S25,F4
83r,p462_l11_o08,Rẽmigo ,p462_l11_o08_a,nauẽ gub̶no a remex ⁊ ago,S23,F4,,,
83r,p462_l11_o11,fumigo ,,,,,p462_l11_o11_a,S25,F3
83r,p462_l11_o09,Litigo. ,p462_l11_o09_a,c̃tendo,S22,F2,p462_l11_o09_b,S5,F4
83r,p462_l11_o10,Mitigo ,p462_l11_o10_a,placo,S22,F2,p462_l11_o10_b,S5,F4
83r,p462_l12_o03,nominibus ,p462_l12_o03_a,.s. ista p̃ dicta transeunt si uene tant᷑ .s. ut nauigo intellegat᷑ solũ modo a nõe nauis in ũboꝵ sine ago/ut go,S53,F5,,,
83r,p462_l12_o04,figurantur ,p462_l12_o04_a,ꝑ figuram,S53,F3,,,
83r,p462_l13_o03,quę ,p462_l13_o03_a,,S22,F2,,,
83r,p462_l13_o06,cõponuntur ,p462_l13_o06_a, tam̃ cũ nõe cõponunt᷑ ad pͥmã ⁊ rł,S53,F4,,,
83r,p462_l13_o09,iure ,p462_l13_o09_a,merito,S22,F2,,,
83r,p462_l15_o03,intro ,p462_l15_o03_a,.s. pͥmę simłr,S53,F3,,,
83r,p462_l15_o07,penitus ,p462_l15_o07_a,.s. aduerbio/funditus,S22,F3,,,
83r,p462_l15_o09,penitro ,p462_l15_o09_a,penitꝰ intro ł sub̃ intro,S23,F4,p462_l15_o09_b,S23,F4
83r,p462_l15_o12,eo ,p462_l15_o12_a,.s. aduerbio,S3232,F2,,,
83r,p462_l16_o01,temere ,p462_l16_o01_a,p̃sũptiose,S22,F2,p462_l16_o01_b,S23,F4
83r,p462_l16_o02,temero ,p462_l16_o02_a,p̃sumo uolo maculo ł audeo,S22,F3,,,
83r,p462_l17_o03,diutius ,p462_l17_o03_a,longius,S22,F2,p462_l17_o03_b,S62,F5
83r,p462_l17_o05,rationib; ,p462_l17_o05_a,.s. in,S611,F2,,,
83r,p462_l17_o06,immorer ,p462_l17_o06_a,demoror tardem,S22,F3,,,
83r,p462_l17_o10,citius ,p462_l17_o10_a,.s. defici&,S53,F2,,,
83r,p462_l18_o01,exempla ,p462_l18_o01_a,.s. sicut usq nc̃/p̃dixi,S53,F4,,,
83r,p462_l18_o07,traductiones ,p462_l18_o07_a,diriuationes,S22,F2,,,
83r,p462_l19_o08,contentiosus ,p462_l19_o08_a,÷ c̃tendens,S22,F2,,,
83r,p462_l20_o04,quibus ,p462_l20_o04_a,uerbis,S3232,F2,,,
83r,p462_l21_o01,non fateatur ,p462_l21_o01_a,ñ credat,S22,F4,,,
83r,p462_l21_o05,traducta ,p462_l21_o05_a,diriuata,S22,F2,,,
83r,p462_l22_o01,recolligere ,,,,,p462_l22_o01_a,S62,F4
83r,p462_l22_o08,qđ ,p462_l22_o08_a,ł ,S22,F2,,,
83r,p462_l25_05,origine ,p462_l25_05_a,fonte radice,S22,F3,,,
83r,p462_l26_o01,canus ,p462_l26_o01_a,alb ł senex homo,S23,F3,,,
83r,p462_l26_o03,caneo ,p462_l26_o03_a,albeo,S22,F2,p462_l26_o03_b,S5,F4
83r,p462_l26_o04,calles ,p462_l26_o04_a,uia,S22,F2,,,
83r,p462_l26_o05,callis ,,,,,p462_l26_o05_a,S23,F5
83r,p462_l27_o10,principalia ,p462_l27_o10_a,primitiua,S22,F2,,,
83r,p462_l28_o06,imbuo ,p462_l28_o06_a,ostendo ł rep̃hendo,S22,F3,p462_l28_o06_b,S5,F5
83r,p462_l28_o07,acuo ,p462_l28_o07_a,increpo,S22,F2,,,
83r,p462_l28_o09,arguo ,p462_l28_o09_a,soluo,S22,F2,,,
83r,p462_l28_o10,luo ,p462_l28_o10_a,sustineo,S22,F2,,,
83r,p462_l29_o01,spuo ,p462_l29_o01_a,purgro,S22,F2,,,
83r,p462_l29_o02,Ruo ,p462_l29_o02_a,cado,S22,F2,,,
83r,p462_l29_o03,Suo ,p462_l29_o03_a,c̃suo,S22,F2,,,
83r,p462_l29_o04,Fatuo ,p462_l29_o04_a,fatuus officior,S23,F4,,,
83r,p462_l28_o11,Nuo ,,,,,p462_l28_o11_a,S23,F4
83r,p462_l29_o05,Statuo ,p462_l29_o05_a,pono,S22,F2,,,
83r,p462_l29_o06,uacuo ,p462_l29_o06_a,uacuuꝰ efficior,S23,F4,,,
83r,p462_l29_o08,uiduo ,p462_l29_o08_a,separo,S22,F2,,,
83r,p462_l29_o09,insinuo ,p462_l29_o09_a,demonstro doceo,S22,F3,,,
83r,p462_l29_o10,Tenuo ,p462_l29_o10_a,tenuẽ facio ł gratił effitio,S23,F4,,,
83r,p462_l29_o11,Fluctuo ,p462_l29_o11_a,titubo,S22,F2,p462_l29_o11_b,S23,F4
83r,p462_l29_o12,ęstuo ,p462_l29_o12_a,ferueo,S22,F2,,,
83r,p462_l30_o03,infatuo ,p462_l30_o03_a,stultũ fatio,S23,F4,p462_l30_o03_b,S62,F4
83r,p462_l30_o01,mutuor ,p462_l30_o01_a,mutuũ accipio,S23,F4,,,
83r,p462_l30_o02,Tumultuor ,p462_l30_o02_a,Tumultũ facio,S23,F4,p462_l30_o02_b,S23,F4
83r,p462_l32_o04,tribus ,p462_l32_o04_a,.XXX. centurio,S23,F3,,,
83r,p462_l32_o06,metus ,p462_l32_o06_a,timor,S22,F2,,,
83r,p462_l32_o08,lues ,p462_l32_o08_a,pestis,S22,F2,,,
83r,p462_l32_o10,strues ,p462_l32_o10_a,c̃geries lignoꝵ,S23,F3,,,
83r,p462_l32_o11-12,magis ipsa ,p462_l32_o11-12_a,.s. et ideo sunt ista t̃tię  pͥmitiua st̃,S53,F4,p462_l32_o11-12_b,S53,F4
83r,p462_l33_o07,Struo ,,,,,p462_l33_o07_a,S23,F4
83r,p462_l33_o09,uerba ,p462_l33_o09_a,.s. ex se,S53,F3,,,
83r,p462_l33_o10,Sin ,p462_l33_o10_a,casuał c̃iunctio,S35,F3,,,
83r,p463_l01_o03,desinat ,p463_l01_o03_a,.s. uerbũ,S415,F2,,,
83r,p463_l01_o05,considerabimus ,p463_l01_o05_a,ad ũtemꝰ obseruabimꝰ,S22,F3,,,
83r,p463_l02_o6,penultimã ,p463_l02_o6_a,ipsius nominis,S415,F3,,,
83r,p463_l03_o01,uocali ,p463_l03_o01_a,s. qđ si habuerit ⁊rł,S53,F4,,,
83r,p463_l03_o06,dictis ,p463_l03_o06_a,exẽplis,S53,F2,,,
83r,p463_l03_o08,primę ,p463_l03_o08_a,ut nuntius -tio -as ⁊rł,S53,F3,,,
83r,p463_l04_o02,autẽ ,p463_l04_o02_a,.s. iurę,S22,F2,,,
83r,p463_l05_o06,illis ,p463_l05_o06_a,ut latio ⁊rł,S53,F3,,,
83r,f83r_l30_o7,ut ,f83r_l30_o7_a,sicut,S36,F2,,,
83r,p463_l06_o03,tertiã ,p463_l06_o03_a,c̃iugationem,S53,F2,,,
83r,p463_l06_o04,ꝑtinentia ,p463_l06_o04_a,sic̃ est fatio ⁊rł,S53,F3,,,
83r,p463_l06_o05,notauimus ,p463_l06_o05_a,excipimꝰ,S22,F2,,,
83r,p463_l06_o06,quartę ,p463_l06_o06_a,ut suꝑb; suꝑbio,S53,F3,p463_l06_o06_b,S53,F4
83r,p463_l07_o01,Cuius ,p463_l07_o01_a,÷ quartę,S3232,F2,,,
83r,p463_l08_o05,coniugatione ,p463_l08_o05_a,declin,S611,F2,,,
83r,p463_l08_o06,bulla ,p463_l08_o06_a,ornam̃tũ camelorũ si/ue uesicule in aqua,S23,F4,,,
83r,p463_l09_o03,suꝑbus ,,,,,p463_l09_o03_a,S211,F4
83r,p463_l09_o06,blandior ,p463_l09_o06_a,Adulor decipio :,S22,F3,,,
83r,p463_l09_o07,Largus ,p463_l09_o07_a,dapsilis abundans,S22,F3,,,
83r,p463_l09_o08,largio ,p463_l09_o08_a,tribuo,S22,F2,,,
83r,p463_l09_o09,Insanus ,p463_l09_o09_a,amens ꝗ ñ est sanꝰ,S23,F4,,,
83r,p463_l09_o10,insanio ,p463_l09_o10_a,am̃tor,S22,F2,,,
83r,p463_l10_o03,Murio ,p463_l10_o03_a,firmo murũ edifico,S23,F4,p463_l10_o03_b,S5,F4
83r,p463_l10_o05,munio. ,p463_l10_o05_a,defendo siue firmo,S22,F3,,,
83r,p463_l11_o03,Seuus ,p463_l11_o03_a,durus/crudeł,S22,F3,,,
83r,p463_l11_o07,Lasciuus ,p463_l11_o07_a,p&ulcꝰ luxuriosus,S22,F3,,,
83r,p463_l11_o08,Lasciuio. ,p463_l11_o08_a,luxurio,S22,F2,,,
83r,p463_l11_o10,similiter-a-nõe. ,p463_l11_o10_a,nã si seruar& balb; clausulã,S53,F4,,,
83r,p463_l12_o03,Balbus ,p463_l12_o03_a,balbio fier&,S54,F4,,,
83v,p463_l12_o09,obseruet ,p463_l12_o09_a,Alii codices ñ obseruauit,S63,F4,,,
83v,p463_l13_o08,irretior ,p463_l13_o08_a,illaqueo inuenit᷑ et irretio/et ĩpedio,S22,F4,,,
83v,p463_l14_o02,Moles ,p463_l14_o02_a,magnitudo,S22,F2,,,
83v,p463_l14_o04,molior ,p463_l14_o04_a,machinor excogito,S22,F3,,,
83v,p463_l14_o05,mollis ,p463_l14_o05_a,tener,S22,F2,,,
83v,p463_l14_o06,mollio ,p463_l14_o06_a,mollis efficio,S23,F4,,,
83v,p463_l14_o08,Stabilio ,p463_l14_o08_a,firmo,S22,F2,,,
83v,p463_l14_o09,Finis ,p463_l14_o09_a,t̃minꝰ meta,S22,F3,,,
83v,p463_l15_o02,exinanio ,p463_l15_o02_a,uacuo,S22,F2,,,
83v,p463_l15_o03,in̶asignis ,p463_l15_o03_a,nobilis,S22,F2,,,
